ID,Place,Name,Distance
8466997,electronics_store,Safe & Sound Mobile Electronics,0.835
8467423,point_of_interest,The Urban Canopy,1.360
8467423,point_of_interest,Plant Chicago,1.354
8467423,grocery_or_supermarket,ALDI,1.129
8467423,point_of_interest,Megabus.com,1.870
8467423,clothing_store,Big & Tall-Century Fashions,0.860
8467423,restaurant,Subway Restaurants,1.244
8471571,storage,East Bank Storage - 35th Street,1.373
8471571,department_store,Target,1.351
8471571,point_of_interest,The Urban Canopy,1.698
8471571,jewelry_store,Eleven Eleven Jewelry,1.359
8471571,art_gallery,The Artists of Eastbank,1.364
8471571,point_of_interest,Roullier Patrick,1.359
8473356,lodging,The Willows Hotel,0.528
8473356,lodging,City Suites Chicago,0.765
8473356,hardware_store,The Home Depot,0.943
8473356,gym,LA Fitness,0.598
8473356,bar,The River Kitchen And Bar,0.942
8473356,bar,Las Tablas,1.624
8474753,hospital,Mount Sinai Hospital,1.303
8474753,grocery_or_supermarket,Jewel-Osco,1.730
8474753,bicycle_store,Working Bikes,0.813
8474753,grocery_or_supermarket,ALDI,1.000
8474753,point_of_interest,Bellarisa Designs LLC,1.160
8474753,department_store,Costco Wholesale,1.471
8483207,point_of_interest,The Urban Canopy,0.355
8483207,school,Tilden High School,1.369
8483207,bank,Citibank,0.879
8483207,grocery_or_supermarket,Food 4 Less,1.580
8483207,grocery_or_supermarket,ALDI,0.372
8483207,travel_agency,Chicago Trolley & Double Decker Co,0.695
8483730,lodging,Magnuson Hotel Calumet Park,1.548
8483730,grocery_or_supermarket,ALDI,1.529
8483730,store,Dollar General,0.173
8483730,point_of_interest,One Stop Towing,0.187
8483730,school,Calumet Park School District,1.276
8483730,restaurant,Mr. Orange Chicken,1.543
8485380,department_store,Walmart Supercenter,1.847
8485380,furniture_store,Studio41 Home Design Showroom,1.652
8485380,movie_theater,AMC Galewood Crossings 14,1.946
8485380,jewelry_store,New Era Jewelry and Coin,0.981
8485380,church,Chicago Tabernacle,1.319
8485380,clothing_store,Burlington,1.985
8486397,bar,Hamburger Marys,1.388
8486397,night_club,The Green Mill,0.049
8486397,point_of_interest,LILLSTREET Art Center,1.348
8486397,bar,Lady Gregorys Irish Bar & Restaurant,1.193
8486397,point_of_interest,The Neo-Futurists,1.063
8486397,cemetery,Getty Tomb,0.868
8487455,hospital,West Suburban Hospital Medical Center,0.810
8487455,pharmacy,West Suburban Health Care,0.768
8487455,school,Oak Park and River Forest High School,1.851
8487455,doctor,West Suburban Med Center: Slasuraitis Andrea N MD,0.792
8487455,doctor,West Suburban Medical Center: Morris Arthur M MD,0.792
8487455,doctor,Dr. Wendy L. Foster MD,0.792
8488002,hardware_store,The Home Depot,1.368
8488002,restaurant,Sabri Nihari Restaurant,0.411
8488002,lodging,Via Veneto,1.714
8488002,school,Northside College Preparatory High School,1.898
8488002,point_of_interest,Misericordia Home,1.766
8488002,restaurant,Little Quiapo Restaurant,1.251
8490765,lodging,Majestic Hotel,1.877
8490765,restaurant,IHOP,1.320
8490765,bar,Metro,1.436
8490765,stadium,Wrigley Field,1.548
8490765,point_of_interest,Mercury Theater Chicago,1.540
8490765,grocery_or_supermarket,Whole Foods Market,1.591
8491992,school,Austin College and Career Academy,1.173
8491992,restaurant,MacArthurs Restaurant,1.408
8491992,doctor,Dr. Kathleen E. Mcdonough MD,0.996
8491992,church,United Faith Tabernacle Baptist Church,0.880
8491992,school,Spencer Elementary Technology Academy,0.629
8491992,gas_station,BP,1.639
8492377,university,Kennedy-King College,0.583
8492377,doctor,St Bernard Hospital & Health: Kurian George C MD,1.000
8492377,post_office,United States Postal Service,0.728
8492377,restaurant,Subway Restaurants,0.820
8492377,restaurant,Long Tung Chinese Restaurant,0.821
8492377,point_of_interest,U-Haul Neighborhood Dealer,1.458
8493395,point_of_interest,Admiral Theatre,0.690
8493395,spa,XSport Fitness,1.361
8493395,school,Theodore Roosevelt High School,1.278
8493395,local_government_office,Chicago General Services Department,1.286
8493395,restaurant,Noon O Kabab,1.581
8493395,restaurant,Tre Kronor,1.134
8493479,point_of_interest,Admiral Theatre,0.392
8493479,restaurant,Pizza Hut,0.582
8493479,school,Frederick Von Steuben Metropolitan Science Center,1.197
8493479,local_government_office,Chicago General Services Department,1.590
8493479,local_government_office,EZ Pay Station,1.105
8493479,restaurant,Tre Kronor,1.419
8494994,lodging,Harvey House Bed & Breakfast,1.583
8494994,doctor,West Suburban Medical Center: Kao Bob M MD,1.338
8494994,school,Austin College and Career Academy,0.933
8494994,park,Columbus Park,0.638
8494994,health,Hartgrove Behavioral Health System,1.522
8494994,hospital,Fresenius Medical Care at Loretto Hospital,1.072
8495332,school,Morgan Park Academy,1.201
8495332,gym,LA Fitness,1.138
8495332,health,Smith Village,1.674
8495332,point_of_interest,Beverly Arts Center,1.694
8495332,doctor,Paul W Crawford M.D.,1.662
8495332,school,Beacon Therapeutic School,1.533
8496252,point_of_interest,Belinda Fuller,1.592
8496252,school,CICS Prairie,1.137
8496252,restaurant,Subway Restaurants,1.564
8496252,doctor,Sud Madhupa MD,0.122
8496252,doctor,Morgan Park Foot Clinic,0.514
8496252,school,Kohn School,1.462
8499660,school,Carver Military Academy High School,0.617
8499660,school,Carver Primary School,0.443
8499660,point_of_interest,Safety-Kleen Systems,1.617
8499660,point_of_interest,Marietta Corporation,1.715
8499660,point_of_interest,All Star Powder Coating,0.927
8499660,school,CICS Lloyd Bond,0.774
8499869,lodging,Urban Holiday Lofts Chicago Hostel,1.715
8499869,department_store,Kohls Bucktown,1.681
8499869,restaurant,Ramen Wasabi,0.529
8499869,bar,Revolution Brewing - Brewpub,0.561
8499869,department_store,Costco Wholesale,1.345
8499869,electronics_store,Micro Center,1.023
8501340,point_of_interest,Hawthorne Works,1.193
8501340,restaurant,Pizza Nova,0.959
8501340,bank,Citibank,0.700
8501340,convenience_store,Walgreens,1.579
8501340,hardware_store,The Home Depot,1.661
8501340,storage,Public Storage,1.024
8502473,parking,Midway Park Saver,1.215
8502473,airport,Chicago Midway International Airport,1.731
8502473,bar,Red Lobster,1.087
8502473,cafe,Starbucks,1.395
8502473,convenience_store,Walgreens,0.749
8502473,car_rental,Avis Car Rental,1.364
8504585,hardware_store,The Home Depot,1.616
8504585,point_of_interest,Project Fame Upward Bound,1.495
8504585,store,Burlington,1.264
8504585,point_of_interest,Gateway Newsstand,0.323
8504585,park,Abbott Park,0.555
8504585,library,Woodson Regional Library Chicago Public Library,1.182
8505307,school,Gage Park High School,0.609
8505307,car_repair,Pep Boys Auto Parts & Service,0.674
8505307,car_repair,Metro Ford Sales and Service,1.290
8505307,bank,Citibank,1.196
8505307,doctor,Goldstein Rachel a Do - Holy Cross Hospital,1.810
8505307,hair_care,Lys African Hair Braiding,0.932
8505589,clothing_store,Peaches Boutique,0.751
8505589,restaurant,Subway Restaurants,0.803
8505589,point_of_interest,Boitsov Classical Ballet,0.338
8505589,point_of_interest,The Mayfield Banquets,0.387
8505589,car_rental,Avis Car Rental,1.755
8505589,liquor_store,Archer Liquors,0.535
8505909,hospital,La Rabida Children’s Hospital,1.198
8505909,school,Mount Carmel High School,1.702
8505909,university,Muhammad University of Islam,1.029
8505909,doctor,Jackson Park Medical Associates,1.367
8505909,point_of_interest,South Shores Pantry,1.200
8505909,real_estate_agency,Shorewind Towers Apartments,0.670
8506449,department_store,Target,0.696
8506449,movie_theater,Regal Cinemas City North 14 IMAX & RPX,1.678
8506449,point_of_interest,WGN-TV,1.471
8506449,movie_theater,The Logan Theatre,1.135
8506449,cafe,Lula Cafe,1.315
8506449,bar,The Rocking Horse,1.318
8509077,school,Curie Metropolitan High School,1.646
8509077,bank,BMO Harris Bank,0.979
8509077,bar,Red Lobster,1.678
8509077,school,Columbia Explorers Academy,1.396
8509077,store,Baskin-Robbins,1.470
8509077,roofing_contractor,Mendez Roofing Co,0.947
8509080,school,Gage Park High School,1.133
8509080,grocery_or_supermarket,Food 4 Less,1.218
8509080,bank,Citibank,1.673
8509080,restaurant,Chuck E. Cheeses,1.491
8509080,grocery_or_supermarket,ALDI,1.555
8509080,electronics_store,Comcast Service Center,1.297
8509491,book_store,Morton College Bookstore,1.529
8509491,school,Chicago Mennonite Learning Center,1.094
8509491,convenience_store,Walgreens,1.627
8509491,car_repair,Prestige Automotive Inc,1.189
8509491,lodging,Sportsmans Inn Motel,0.761
8509491,moving_company,Mark It Express Llc,1.193
8510513,school,Marshall Metropolitan High School,1.762
8510513,meal_delivery,Lou Malnatis Pizzeria,1.554
8510513,doctor,Access At Bethany,1.166
8510513,point_of_interest,Hope House of Chicago,0.245
8510513,general_contractor,Cabo Construction Corporation,1.441
8510513,grocery_or_supermarket,Parkway Foods,0.893
8510680,bar,Olive Garden Italian Restaurant,1.662
8510680,hardware_store,The Home Depot,1.594
8510680,restaurant,Sabri Nihari Restaurant,0.538
8510680,bakery,Argo Georgian Bakery,0.577
8510680,point_of_interest,XFINITY Authorized Dealer - UWC,1.729
8510680,book_store,Kitab Ghar,0.842
8511091,department_store,Target,1.685
8511091,movie_theater,The Logan Theatre,0.853
8511091,cafe,Lula Cafe,1.140
8511091,restaurant,Fat Rice,1.231
8511091,hardware_store,The Home Depot,1.075
8511091,food,Revolution Brewing - Brewery & Taproom,1.093
8513436,movie_theater,The Logan Theatre,1.462
8513436,restaurant,Longman & Eagle,1.609
8513436,bar,Scofflaw,1.557
8513436,hardware_store,The Home Depot,1.834
8513436,bar,The Owl,1.738
8513436,bar,Websters Wine Bar Chicago,1.561
8513858,book_store,Loyola University Bookstore,1.221
8513858,school,Roger C Sullivan High School,1.141
8513858,restaurant,Vincent,1.504
8513858,bar,Lady Gregorys Irish Bar & Restaurant,1.691
8513858,point_of_interest,Misericordia Home,0.433
8513858,restaurant,Ghareeb Nawaz Restaurant,0.963
8513925,lodging,City Suites Chicago,0.420
8513925,lodging,BEST WESTERN PLUS Hawthorne Terrace,0.953
8513925,hardware_store,The Home Depot,0.613
8513925,gym,LA Fitness,0.496
8513925,movie_theater,Landmarks Century Centre Cinema,0.544
8513925,lodging,Wrigley Hostel - Chicago,1.110
8514123,premise,United Center,1.931
8514123,university,Malcolm X College,1.839
8514123,florist,City Enchanted Gardens Florist,1.545
8514123,doctor,Cook County Hospital: Singh Anshu MD,1.967
8514123,point_of_interest,Najwa Dance Corps,1.930
8514123,school,Faraday Elementary School,0.923
8514661,department_store,Target,0.854
8514661,point_of_interest,DirectExpress,1.525
8514661,point_of_interest,Project Fame Upward Bound,1.402
8514661,electronics_store,AT&T Store,0.603
8514661,clothing_store,Nike Factory Store,0.917
8514661,shoe_store,The Childrens Place,0.598
8515185,local_government_office,Chicago West Illinois Secretary of State Facility,1.125
8515185,doctor,Dr. Deenadayal Gaddam MD,1.323
8515185,park,Columbus Park,1.611
8515185,restaurant,MacArthurs Restaurant,0.783
8515185,plumber,First Rate Plumbers,1.442
8515185,doctor,Dr. Kathleen E. Mcdonough MD,1.188
8516645,hospital,La Rabida Children’s Hospital,1.625
8516645,school,Mount Carmel High School,1.708
8516645,university,Muhammad University of Islam,0.520
8516645,grocery_or_supermarket,ALDI,1.455
8516645,roofing_contractor,American Certified Roofing,0.273
8516645,point_of_interest,South Shores Pantry,1.402
8517493,hospital,La Rabida Children’s Hospital,1.357
8517493,school,Mount Carmel High School,1.740
8517493,university,Muhammad University of Islam,0.866
8517493,convenience_store,Walgreens,1.253
8517493,point_of_interest,South Shores Pantry,1.195
8517493,clothing_store,K&G Fashion Superstore,1.310
8520964,hospital,Mount Sinai Hospital,1.552
8520964,school,Collins Academy,1.043
8520964,restaurant,EL ideas,1.739
8520964,school,Faraday Elementary School,0.875
8520964,school,Phoenix Military Academy,1.244
8520964,hospital,RML Specialty Hospital,0.880
8522411,point_of_interest,Admiral Theatre,0.898
8522411,store,Copernicus Center,1.739
8522411,hair_care,Fantasy Costumes,1.789
8522411,doctor,Darwin C. Jackson MD,1.042
8522411,gym,Snap Fitness,1.679
8522411,car_rental,Dispatch Taxi Affiliation Inc,0.757
8524014,school,Simeon Career Academy,1.198
8524014,restaurant,Italian Fiesta Pizzeria,0.727
8524014,school,Leo High School,0.468
8524014,restaurant,Subway Restaurants,0.432
8524014,point_of_interest,U-Haul Neighborhood Dealer,0.987
8524014,park,Foster Park,1.884
8525307,department_store,Walmart Supercenter,1.799
8525307,meal_takeaway,Little Caesars Pizza,1.240
8525307,restaurant,Hearty Boys,0.788
8525307,school,Marine Leadership Academy,1.417
8525307,school,Orr Academy High School,1.102
8525307,lawyer,Berger Newmark & Fenchel PC,1.266
8525435,real_estate_agency,Realprop Inc.,1.078
8525435,hospital,Roseland Community Hospital,1.131
8525435,lodging,Pullman Guest House,1.839
8525435,school,Kohn School,0.260
8525435,doctor,Laddaran Anita MD,1.031
8525435,restaurant,Subway Restaurants,0.914
8525868,university,Kennedy-King College,0.878
8525868,doctor,St Bernard Hospital & Health: Kurian George C MD,0.134
8525868,health,CommunityHealth,0.708
8525868,beauty_salon,Reymar Clinic,1.254
8525868,bar,King Grill & Grocery Inc,0.931
8525868,school,Johnson College Prep,0.206
8528173,school,St. Michael the Archangel School,0.588
8528173,school,Cheltenham Day Care Nursery and Kindergarten,0.674
8528173,point_of_interest,South Shores Pantry,1.654
8528173,restaurant,Subway Restaurants,1.486
8528173,doctor,Angel Healthcare Services - Chicago,1.737
8528173,doctor,Associates In Nephrology- Ain,1.431
8531596,department_store,Target,0.819
8531596,pharmacy,CVS Pharmacy,0.781
8531596,bakery,Dat Donut,1.341
8531596,restaurant,Subway Restaurants,1.295
8531596,department_store,Walmart Supercenter,1.898
8531596,point_of_interest,Gateway Newsstand,1.658
8531752,school,Marshall Metropolitan High School,1.499
8531752,bank,BMO Harris Bank,0.535
8531752,school,Jacob Beidler Elementary School,1.458
8531752,school,Polaris Charter Academy,1.384
8531752,grocery_or_supermarket,ALDI,1.672
8531752,point_of_interest,The Boulevard,0.900
8531876,department_store,Walmart Supercenter,1.167
8531876,hardware_store,Menards,0.887
8531876,meal_takeaway,Little Caesars Pizza,1.438
8531876,lodging,Norford Hotel,0.277
8531876,school,Marine Leadership Academy,0.845
8531876,point_of_interest,Chicago Hot Glass Inc,1.193
8532253,hospital,West Suburban Hospital Medical Center,1.508
8532253,school,Austin College and Career Academy,1.139
8532253,doctor,West Suburban Medical Center: Hanlon Donna MD,1.488
8532253,doctor,West Suburban Medical Center: Ozga Timothy M MD,1.488
8532253,doctor,West Suburban Medical Center: Bernatowicz Amy E MD,1.488
8532253,doctor,Jackson Linda Swan,1.246
8533600,point_of_interest,Hawthorne Works,1.624
8533600,meal_delivery,Lou Malnatis Pizzeria,0.128
8533600,school,KIPP Ascend Middle School,0.756
8533600,school,Farragut Career Academy,1.042
8533600,hospital,Lawndale Christian Health Center at Farragut Career Academy,1.057
8533600,lawyer,The Law Offices of Vladimir A. Uman P.C.  El Bufete Legal del Abogado Vladimir A Uman,0.840
8533707,hospital,Holy Cross Hospital,1.430
8533707,school,Lindblom Math and Science Academy,1.363
8533707,meal_takeaway,Little Caesars Pizza,0.711
8533707,restaurant,Subway Restaurants,1.289
8533707,doctor,Leon Lillian R MD,1.460
8533707,doctor,Nephrology Associates Of Northern Illinois And Indiana,1.442
8536771,store,Biagio Events and Catering,1.039
8536771,church,United In Faith Lutheran Church,1.094
8536771,library,Wilbur Wright College Library,1.283
8536771,finance,The UPS Store,1.226
8536771,point_of_interest,Porrettas Banquets & Catering,0.872
8536771,finance,OneMain Financial,1.052
8537190,furniture_store,Studio41 Home Design Showroom,1.383
8537190,gym,Planet Fitness,1.159
8537190,restaurant,Red Apple Buffet,1.658
8537190,jewelry_store,New Era Jewelry and Coin,0.447
8537190,car_repair,Midtown Toyota,0.682
8537190,school,Foreman College and Career Academy,1.188
8539538,point_of_interest,Portage Theater,0.747
8539538,gym,Irving Park YMCA,0.407
